crimecode,description,inside_outside,weapon,gender,age,race,district,neighborhood,premise,Month_name,time_of_day
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,28.0,Other,SOUTHEAST,Patterson Park Neighborhood,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,24.0,WHITE,SOUTHEAST,Upper Fells Point,STREET,October,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,52.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Brooklyn,STREET,October,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,41.0,WHITE,SOUTHERN,Brooklyn,STREET,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,33.0,WHITE,SOUTHEAST,Canton,OTHER/RESIDENTIAL,October,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,54.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,SHED/GARAGE,October,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Male,29.0,Unknown,NORTHEAST,Overlea,UNKNOWN,October,afternoon
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,28.0,WHITE,NORTHERN,Charles Village,OTHER/RESIDENTIAL,October,night
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Not Specified,21.0,Unknown,SOUTHEAST,Ellwood Park/Monument,STREET,October,evening
3JO,ROBBERY,Outside,PERSONAL_WEAPONS,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hamilton Hills,OTHER/RESIDENTIAL,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,27.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Reservoir Hill,STREET,October,evening
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Male,60.0,WHITE,EASTERN,East Baltimore Midway,OTHER/RESIDENTIAL,October,night
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Female,75.0,WHITE,EASTERN,East Baltimore Midway,OTHER/RESIDENTIAL,October,night
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,62.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Westfield,OTHER/RESIDENTIAL,October,night
8I,ARSON,Inside,NO_Weapon_Involved,Male,34.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,DRUID HEIGHTS,STREET,October,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Charles Village,OTHER/RESIDENTIAL,October,night
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,21.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,October,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,22.0,WHITE,NORTHERN,Charles Village,OTHER/RESIDENTIAL,October,night
9S,SHOOTING,Outside,FIREARM,Male,17.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,VIOLETVILLE,STREET,December,evening
9S,SHOOTING,Outside,FIREARM,Female,20.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,MADISON PARK,STREET,December,evening
1A,HOMICIDE,Outside,FIREARM,Male,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,CENTRAL PARK HEIGHTS,PUBLIC AREA,November,morning
9S,SHOOTING,Outside,FIREARM,Male,38.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,STREET,November,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,25.0,WHITE,NORTHERN,Charles Village,OTHER/RESIDENTIAL,October,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,87.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,East Baltimore Midway,OTHER/RESIDENTIAL,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Male,21.0,Unknown,EASTERN,Baltimore Highlands,OFFICE BUILDING,October,morning
4B,AGG. ASSAULT,Inside,KNIFE_CUTTING_INSTRUMENT,Male,57.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,DRUID HEIGHTS,STREET,October,afternoon
3AF,ROBBERY,Inside,HANDGUN,Female,55.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,STREET,October,afternoon
3AF,ROBBERY,Inside,HANDGUN,Male,45.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,STREET,October,afternoon
6G,LARCENY,Outside,NO_Weapon_Involved,Male,36.0,BLACK_OR_AFRICAN_AMERICAN,SD5,Carroll - Camden Industrial Area,UNKNOWN,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,88.0,Unknown,NORTHEAST,Woodbourne Heights,STREET,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,29.0,WHITE,SOUTHEAST,Butcher's Hill,STREET,October,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Mayfield,OTHER/RESIDENTIAL,October,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,52.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Mayfield,OTHER/RESIDENTIAL,October,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Jonestown,SHED/GARAGE,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,43.0,Unknown,SOUTHEAST,Baltimore Highlands,STREET,October,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,42.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,STREET,October,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,25.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,O'Donnell Heights,STREET,October,morning
6F,LARCENY,Inside,NO_Weapon_Involved,Female,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hillen,STREET,October,morning
4A,AGG. ASSAULT,Outside,FIREARM,Male,42.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,DRUG STORE / MED  BL,October,night
9S,SHOOTING,Inside,FIREARM,Male,36.0,Other,SOUTHWEST,MORRELL PARK,VEHICLE,December,night
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Male,18.0,Unknown,NORTHWEST,Reisterstown Station,CONVENIENCE STORE,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,44.0,Unknown,SOUTHERN,Lakeland,SHED/GARAGE,October,night
3JO,ROBBERY,Outside,OTHER,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,OTHER/RESIDENTIAL,October,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,43.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Reservoir Hill,OTHER/RESIDENTIAL,October,morning
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,34.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Upton,OTHER/RESIDENTIAL,October,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Female,29.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Barclay,OTHER/RESIDENTIAL,October,evening
4C,AGG. ASSAULT,Inside,MOTOR_VEHICLE_VESSEL,Female,37.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Dolfield,GAS STATION,October,night
3AO,ROBBERY,Inside,NO_Weapon_Involved,Male,13.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Orchard Ridge,STREET,October,night
3AO,ROBBERY,Inside,NO_Weapon_Involved,Male,13.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Orchard Ridge,STREET,October,night
3AF,ROBBERY,Inside,HANDGUN,Male,14.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oldtown,STREET,October,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,50.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Fallstaff,OTHER/RESIDENTIAL,October,night
3AF,ROBBERY,Inside,HANDGUN,Male,14.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oldtown,STREET,October,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,OTHER/RESIDENTIAL,October,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,39.0,WHITE,SOUTHEAST,Greektown,OTHER/RESIDENTIAL,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,34.0,Unknown,SOUTHEAST,Jonestown,OTHER/RESIDENTIAL,October,afternoon
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Male,32.0,Unknown,SOUTHERN,Lakeland,CONVENIENCE STORE,October,morning
4E,COMMON ASSAULT,Inside,NO_Weapon_Involved,Male,30.0,WHITE,CENTRAL,Inner Harbor,PARK,October,morning
6G,LARCENY,Outside,NO_Weapon_Involved,Female,42.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Greenspring,OTHER/RESIDENTIAL,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,34.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Madison-Eastend,OTHER/RESIDENTIAL,October,morning
6F,LARCENY,Inside,PERSONAL_WEAPONS,Female,63.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Waltherson,STREET,October,evening
4A,AGG. ASSAULT,Inside,FIREARM,Female,37.01136895019874,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Dunbar-Broadway,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Easterwood,CONSTRUCTION SITE,October,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Saint Paul,OFFICE BUILDING,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton,RESTAURANT,October,night
6F,LARCENY,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,NORTHWEST,Reisterstown Station,CONVENIENCE STORE,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Patterson Park Neighborhood,OFFICE BUILDING,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,CONVENIENCE STORE,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,CONVENIENCE STORE,October,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Carrollton Ridge,RESTAURANT,October,morning
3CO,ROBBERY - COMMERCIAL,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,SOUTHERN,Carroll - Camden Industrial Area,UNKNOWN,October,evening
3CK,ROBBERY - COMMERCIAL,Outside,KNIFE_CUTTING_INSTRUMENT,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,SPECIALTY STORE,October,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,JONESTOWN,STREET,October,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Baltimore Highlands,CONVENIENCE STORE,October,night
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Baltimore Highlands,OFFICE BUILDING,October,morning
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Seton Business Park,OFFICE BUILDING,October,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles Village,OFFICE BUILDING,October,morning
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Franklin Square,RESTAURANT,October,night
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,44.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Central Park Heights,OTHER/RESIDENTIAL,October,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,19.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Saint Josephs,SHED/GARAGE,October,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,89.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Callaway-Garrison,OTHER/RESIDENTIAL,October,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,21.0,Other,NORTHERN,Charles Village,OTHER/RESIDENTIAL,October,night
6J,LARCENY,Outside,NO_Weapon_Involved,Male,37.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Easterwood,OTHER/RESIDENTIAL,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,69.0,WHITE,SOUTHEAST,Washington Hill,OTHER/RESIDENTIAL,October,night
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,37.01136895019874,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,34.0,WHITE,NORTHEAST,Armistead Gardens,SHED/GARAGE,October,night
4B,AGG. ASSAULT,Inside,KNIFE_CUTTING_INSTRUMENT,Male,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Fells Point,STREET,October,morning
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Female,46.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Loch Raven,OTHER/RESIDENTIAL,October,morning
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Parklane,OTHER/RESIDENTIAL,October,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,22.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,MID-TOWN BELVEDERE,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,53.0,Unknown,SOUTHEAST,Baltimore Highlands,STREET,October,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Sandtown-Winchester,STREET,October,night
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,35.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Graceland Park,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Franklintown,OTHER/RESIDENTIAL,October,morning
3GO,ROBBERY,Outside,PERSONAL_WEAPONS,Male,35.0,Unknown,CENTRAL,Upton,CONVENIENCE STORE,October,evening
3NF,ROBBERY,Outside,HANDGUN,Male,13.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,OLDTOWN,SCHOOL,October,evening
4B,AGG. ASSAULT,Outside,KNIFE_CUTTING_INSTRUMENT,Female,28.0,WHITE,CENTRAL,Downtown,OTHER/RESIDENTIAL,October,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,23.0,Unknown,SOUTHERN,Westport,SHED/GARAGE,October,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Arlington,STREET,October,morning
3AO,ROBBERY,Inside,UNKNOWN,Male,16.0,WHITE,EASTERN,DUNBAR-BROADWAY,STREET,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,62.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Easterwood,STREET,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,50.0,WHITE,EASTERN,Middle East,CONSTRUCTION SITE,October,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,37.0,WHITE,SOUTHEAST,Washington Hill,OTHER/RESIDENTIAL,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,24.0,WHITE,SOUTHEAST,Fells Point,STREET,October,night
4C,AGG. ASSAULT,Outside,OTHER,Male,55.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,New Southwest/Mount Clare,OTHER/RESIDENTIAL,October,afternoon
4C,AGG. ASSAULT,Outside,OTHER,Female,52.0,WHITE,SOUTHERN,New Southwest/Mount Clare,OTHER/RESIDENTIAL,October,afternoon
3AJK,ROBBERY - CARJACKING,Inside,KNIFE_CUTTING_INSTRUMENT,Male,46.0,WHITE,SOUTHWEST,Shipley Hill,SHED/GARAGE,October,afternoon
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Female,32.0,WHITE,NORTHEAST,Belair-Edison,STREET,October,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,27.0,Unknown,SOUTHEAST,Upper Fells Point,STREET,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,STREET,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,WASHINGTON HILL,SHED/GARAGE,October,evening
4A,AGG. ASSAULT,Outside,HANDGUN,Female,44.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Penrose/Fayette Street Outreach,OTHER/RESIDENTIAL,October,afternoon
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Rosemont,CONSTRUCTION SITE,October,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Millhill,CONVENIENCE STORE,October,morning
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Cedmont,CAR LOT-NEW/USED,October,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,East Baltimore Midway,CONVENIENCE STORE,October,night
7B,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Ellwood Park/Monument,STREET,October,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Carroll - Camden Industrial Area,CONVENIENCE STORE,October,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Oliver,OFFICE BUILDING,October,evening
3CF,ROBBERY - COMMERCIAL,Outside,HANDGUN,Not Specified,37.01136895019874,Unknown,NORTHERN,OLD GOUCHER,RESTAURANT,October,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Brooklyn,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Inner Harbor,RESTAURANT,October,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton,CONVENIENCE STORE,October,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Orchard Ridge,CONVENIENCE STORE,October,afternoon
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,North Harford Road,CONVENIENCE STORE,October,morning
3CO,ROBBERY - COMMERCIAL,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,CENTRAL,Upton,CONVENIENCE STORE,October,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Ellwood Park/Monument,RESTAURANT,October,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Highlandtown,DRUG STORE / MED  BL,October,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Inner Harbor,RESTAURANT,October,night
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Middle East,CONSTRUCTION SITE,October,afternoon
6J,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Glen,OTHER/RESIDENTIAL,October,night
7A,AUTO THEFT,Outside,HANDGUN,Not Specified,37.01136895019874,Unknown,WESTERN,Penrose/Fayette Street Outreach,OTHER/RESIDENTIAL,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Female,34.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Panway/Braddish Avenue,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Male,70.0,WHITE,SOUTHERN,Carrollton Ridge,OTHER/RESIDENTIAL,October,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,36.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,STREET,October,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,57.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Better Waverly,STREET,October,afternoon
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,40.0,Unknown,NORTHEAST,Coldstream Homestead Montebello,OTHER/RESIDENTIAL,October,evening
9S,SHOOTING,Outside,FIREARM,Male,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,LIBERTY SQUARE,STREET,November,night
6D,LARCENY FROM AUTO,Outside,NO_Weapon_Involved,Male,48.0,Other,SOUTHERN,Brooklyn,OTHER/RESIDENTIAL,October,night
6J,LARCENY,Outside,NO_Weapon_Involved,Male,34.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Mount Vernon,PUBLIC BUILDING,October,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,68.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Easterwood,STREET,October,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,40.0,WHITE,CENTRAL,Reservoir Hill,STREET,October,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,30.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Grove Park,SHED/GARAGE,October,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Female,27.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mondawmin,STREET,October,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,56.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Ednor Gardens-Lakeside,STREET,October,evening
6G,LARCENY,Outside,NO_Weapon_Involved,Female,36.0,WHITE,SOUTHEAST,Canton,OTHER/RESIDENTIAL,October,afternoon
3AJF,ROBBERY - CARJACKING,Inside,FIREARM,Female,34.0,WHITE,NORTHEAST,Ednor Gardens-Lakeside,STREET,October,night
3AF,ROBBERY,Inside,HANDGUN,Male,28.0,Unknown,NORTHERN,Waverly,STREET,October,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,30.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Heritage Crossing,OTHER/RESIDENTIAL,October,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Poppleton,OTHER/RESIDENTIAL,October,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,35.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Winston-Govans,STREET,October,evening
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Female,27.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,SANDTOWN-WINCHESTER,STREET,October,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Female,41.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oliver,OTHER/RESIDENTIAL,October,evening
1A,HOMICIDE,Outside,FIREARM,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,GREENSPRING,STREET,October,afternoon
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Ashburton,LIQUOR STORE,October,morning
6F,LARCENY,Outside,OTHER,Not Specified,37.01136895019874,Unknown,CENTRAL,Upton,CONVENIENCE STORE,October,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Female,43.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Union Square,OTHER/RESIDENTIAL,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,81.0,WHITE,NORTHWEST,Cheswolde,STREET,October,afternoon
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,40.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Reservoir Hill,STREET,October,evening
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,39.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Canton Industrial Area,OTHER/RESIDENTIAL,October,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,38.0,Other,EASTERN,Biddle Street,STREET,October,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,35.0,WHITE,NORTHERN,Barclay,OTHER/RESIDENTIAL,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,21.0,WHITE,NORTHERN,Evesham Park,STREET,October,night
6F,LARCENY,Inside,NO_Weapon_Involved,Male,43.0,WHITE,CENTRAL,Inner Harbor,STREET,October,afternoon
1A,HOMICIDE,Outside,FIREARM,Male,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,FRANKFORD,ALLEY,December,night
1A,HOMICIDE,Outside,FIREARM,Male,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,ARLINGTON,STREET,October,morning
9S,SHOOTING,Outside,FIREARM,Male,19.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,HAMPDEN,STREET,October,morning
9S,SHOOTING,Outside,FIREARM,Male,20.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,HAMPDEN,STREET,October,morning
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,GAY STREET,STREET,October,morning
6J,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Pulaski Industrial Area,PUBLIC BUILDING,October,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Carroll - Camden Industrial Area,CONVENIENCE STORE,October,night
3CO,ROBBERY - COMMERCIAL,Outside,KNIFE_CUTTING_INSTRUMENT,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,October,night
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Armistead Gardens,CONVENIENCE STORE,October,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,North Harford Road,LIQUOR STORE,October,evening
3AJO,ROBBERY - CARJACKING,Inside,PERSONAL_WEAPONS,Female,22.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Otterbein,STREET,October,night
3CF,ROBBERY - COMMERCIAL,Outside,PERSONAL_WEAPONS,Male,39.0,Other,NORTHWEST,Reisterstown Station,HOTEL/MOTEL,October,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Male,53.0,WHITE,CENTRAL,MID-TOWN BELVEDERE,STREET,October,morning
3GK,ROBBERY,Outside,KNIFE_CUTTING_INSTRUMENT,Male,29.0,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,October,night
